episode,reward,loss,steps,success
1,1.8571428571428572,0.11489267217643083,7.321428571428571,0.8928571428571429
2,3.875,0.14164975827488477,4.946428571428571,0.875
3,5.464285714285714,0.15345001905532568,4.464285714285714,0.9464285714285714
4,4.946428571428571,0.1525323081623213,4.785714285714286,0.9285714285714286
5,0.6607142857142857,0.16810880843683787,8.125,0.8571428571428571
6,5.767857142857143,0.18426637481298563,4.321428571428571,0.9464285714285714
7,1.4821428571428572,0.15927140717928942,7.660714285714286,0.875
8,1.0714285714285714,0.14844296146502065,8.107142857142858,0.8928571428571429
9,3.9285714285714284,0.16943674495784083,5.803571428571429,0.9285714285714286
10,1.9821428571428572,0.15393242761281736,7.517857142857143,0.8928571428571429
11,3.4464285714285716,0.16736022896857192,5.375,0.875
12,4.125,0.13942855858324152,4.732142857142857,0.8928571428571429
13,1.8928571428571428,0.14739505059721497,7.25,0.875
14,3.392857142857143,0.16013264133477856,6.696428571428571,0.9464285714285714
15,4.464285714285714,0.1734139564571639,5.428571428571429,0.9285714285714286
16,4.321428571428571,0.1471883034108048,5.928571428571429,0.9464285714285714
17,3.6607142857142856,0.12439524816069233,5.357142857142857,0.8928571428571429
18,4.0,0.1488391020994389,5.017857142857143,0.8928571428571429
19,1.8214285714285714,0.17093711331421138,8.232142857142858,0.9285714285714286
20,3.9464285714285716,0.15098000357720268,5.946428571428571,0.9285714285714286
21,-0.14285714285714285,0.13484602160795828,9.089285714285714,0.8571428571428571
22,1.625,0.15093091414813053,7.714285714285714,0.8928571428571429
23,1.2678571428571428,0.16618759704339317,7.875,0.875
24,1.0892857142857142,0.12893893712476417,7.178571428571429,0.8392857142857143
25,4.321428571428571,0.15367110185090607,5.214285714285714,0.9107142857142857
26,-0.42857142857142855,0.17857561454182727,9.767857142857142,0.8928571428571429
27,1.1785714285714286,0.15538586047029326,8.321428571428571,0.8928571428571429
28,0.8928571428571429,0.16123564522039674,7.571428571428571,0.8571428571428571
29,1.9642857142857142,0.15195775432728445,5.982142857142857,0.8392857142857143
30,3.0714285714285716,0.1512613943142644,6.107142857142857,0.8928571428571429
31,-2.017857142857143,0.1571480101864537,10.053571428571429,0.8035714285714286
32,2.75,0.15042776029952504,6.946428571428571,0.9107142857142857
33,3.1785714285714284,0.1360314407277197,6.196428571428571,0.9107142857142857
34,4.428571428571429,0.16964059007390633,5.303571428571429,0.9285714285714286
35,4.464285714285714,0.1592065578046545,4.75,0.9107142857142857
36,1.3035714285714286,0.1682433846680274,7.875,0.8928571428571429
37,2.3214285714285716,0.15528847472535492,6.5,0.875
38,1.0,0.15690479230140553,8.142857142857142,0.875
39,-0.5,0.1591715722163515,8.214285714285714,0.8035714285714286
40,-3.0,0.17218408823841277,11.714285714285714,0.8214285714285714
41,2.5714285714285716,0.15233063426514173,5.732142857142857,0.8571428571428571
42,0.42857142857142855,0.15907570603268661,7.642857142857143,0.8214285714285714
43,1.9464285714285714,0.1377931047816666,7.392857142857143,0.8928571428571429
44,1.7321428571428572,0.15841653857163115,7.607142857142857,0.8928571428571429
45,4.160714285714286,0.18080219977132145,4.857142857142857,0.8928571428571429
46,0.875,0.13301525941859021,7.071428571428571,0.8392857142857143
47,2.3214285714285716,0.15231029016942513,6.660714285714286,0.875
48,1.7857142857142858,0.15749253415777864,7.553571428571429,0.8928571428571429
49,1.1071428571428572,0.1451873856475703,8.035714285714286,0.875
50,1.6607142857142858,0.15641106560193022,7.125,0.8571428571428571
51,1.3571428571428572,0.14009055082847763,8.303571428571429,0.8928571428571429
52,1.4464285714285714,0.14231350100516635,6.5,0.8392857142857143
53,0.7678571428571429,0.1350940667057005,7.857142857142857,0.8571428571428571
54,2.9464285714285716,0.14372764907150898,5.357142857142857,0.8571428571428571
55,4.071428571428571,0.1432043631670296,5.464285714285714,0.9107142857142857
56,3.875,0.13657829724264361,5.696428571428571,0.9285714285714286
57,1.8928571428571428,0.12457020248459175,7.089285714285714,0.875
58,2.0714285714285716,0.12389771817181232,6.75,0.875
59,1.75,0.15541895232312353,6.714285714285714,0.8571428571428571
60,2.517857142857143,0.13487327756336523,6.660714285714286,0.8928571428571429
61,5.571428571428571,0.12976928204809257,3.2857142857142856,0.8928571428571429
62,5.357142857142857,0.14324319221767712,3.857142857142857,0.9107142857142857
63,0.5714285714285714,0.1498932642844389,8.25,0.875
64,2.892857142857143,0.1358330286475353,5.607142857142857,0.875
65,3.892857142857143,0.15344623562996698,5.839285714285714,0.9285714285714286
66,2.7142857142857144,0.1512651354860875,5.392857142857143,0.8392857142857143
67,4.785714285714286,0.15621215300791022,4.75,0.9107142857142857
68,2.4464285714285716,0.1285814877834178,6.178571428571429,0.8571428571428571
69,2.3035714285714284,0.16659520366845476,7.589285714285714,0.9285714285714286
70,5.053571428571429,0.1377180867224565,3.8035714285714284,0.8928571428571429
71,2.75,0.17625782950596194,6.428571428571429,0.8928571428571429
72,3.767857142857143,0.1748615867970511,4.892857142857143,0.875
73,0.7678571428571429,0.14668802851131243,6.464285714285714,0.8035714285714286
74,4.107142857142857,0.16269948031335993,5.821428571428571,0.9464285714285714
75,5.107142857142857,0.1433760380056389,4.821428571428571,0.9464285714285714
76,-0.07142857142857142,0.15639454208114095,8.535714285714286,0.8571428571428571
77,4.053571428571429,0.1626086894028614,4.607142857142857,0.875
78,1.1785714285714286,0.14931824695048368,7.446428571428571,0.8571428571428571
79,4.125,0.14547712527000067,5.410714285714286,0.9107142857142857
80,0.7678571428571429,0.16946859339991316,9.446428571428571,0.9285714285714286
81,1.4821428571428572,0.15299736984729223,6.107142857142857,0.8214285714285714
82,4.732142857142857,0.16006547688534462,4.642857142857143,0.9107142857142857
83,4.017857142857143,0.11825656817814625,5.714285714285714,0.9285714285714286
84,3.6964285714285716,0.14441157327386292,5.321428571428571,0.8928571428571429
85,2.9285714285714284,0.1398491474788686,6.446428571428571,0.9107142857142857
86,0.16071428571428573,0.13646317413526002,8.107142857142858,0.8392857142857143
87,-1.3928571428571428,0.1281295972292362,10.660714285714286,0.8571428571428571
88,-0.08928571428571429,0.13330222507000783,8.321428571428571,0.8214285714285714
89,2.9285714285714284,0.17650453653418324,6.607142857142857,0.9107142857142857
90,5.142857142857143,0.1304398630360857,5.142857142857143,0.9642857142857143
91,0.3392857142857143,0.14567192845750157,8.839285714285714,0.8928571428571429
92,1.125,0.13969522624574543,8.214285714285714,0.8928571428571429
93,-2.4464285714285716,0.166953511872701,11.035714285714286,0.8392857142857143
94,4.607142857142857,0.15937750242767185,5.482142857142857,0.9464285714285714
95,0.375,0.14745400067292364,7.892857142857143,0.8392857142857143
96,2.875,0.16085453768478988,5.589285714285714,0.8571428571428571
97,2.625,0.14719424207293103,6.196428571428571,0.875
98,0.8928571428571429,0.1638171806279395,8.803571428571429,0.9107142857142857
99,3.4107142857142856,0.16475876584969723,6.285714285714286,0.9107142857142857
100,1.3035714285714286,0.16170716482038885,7.875,0.8928571428571429
101,2.267857142857143,0.15848421975090285,6.910714285714286,0.8928571428571429
102,-0.375,0.13292807027256007,9.321428571428571,0.8571428571428571
103,1.9642857142857142,0.14384067486277252,7.535714285714286,0.8928571428571429
104,3.5357142857142856,0.14318858865370815,5.839285714285714,0.9107142857142857
105,1.1785714285714286,0.1369758591215194,7.607142857142857,0.8571428571428571
106,2.8035714285714284,0.12446613658879922,6.214285714285714,0.8928571428571429
107,1.1607142857142858,0.14041170029377795,7.625,0.8571428571428571
108,1.0357142857142858,0.12980098868052495,7.75,0.8571428571428571
109,2.8214285714285716,0.14019844518077654,6.035714285714286,0.8928571428571429
110,3.3392857142857144,0.1626106672890397,5.517857142857143,0.8928571428571429
111,6.357142857142857,0.15188035266100544,3.9285714285714284,0.9642857142857143
112,1.1428571428571428,0.16327875345242857,7.839285714285714,0.875
113,5.982142857142857,0.1527110938643346,4.464285714285714,0.9642857142857143
114,3.7857142857142856,0.12822276411927302,4.678571428571429,0.8571428571428571
