episode,reward,loss,steps,success
1,-50,0.2583131347047655,50,0
2,-37,0.057130085204941373,48,1
3,-50,0.11272562857368029,50,0
4,-10,0.002213230123743415,1,0
5,-50,0.1096742694452405,50,0
6,-1,0.15230837337245853,12,1
7,1,0.1977354428730905,10,1
8,-32,0.2192048209759852,23,0
9,-16,0.255951880743461,7,0
10,-33,0.16677252397251627,24,0
11,-50,0.27193735156208276,50,0
12,-14,0.22437358051538467,5,0
13,-50,0.19397984171286226,50,0
14,-50,0.1545885767415166,50,0
15,-32,0.2335882266861913,23,0
16,-50,0.17030028795823454,50,0
17,-50,0.16864632001146673,50,0
18,-38,0.09398973299836626,49,1
19,-21,0.20735459650556246,12,0
20,-31,0.09543346528979865,22,0
21,-50,0.12659772291779517,50,0
22,-10,0.17040790927906832,21,1
23,-24,0.13852859756776265,35,1
24,9,0.0398043729364872,2,1
25,-50,0.19398650063201786,50,0
26,-30,0.41839193801085156,21,0
27,6,0.23805065155029298,5,1
28,-8,0.172936350107193,19,1
29,-50,0.2765840500593185,50,0
30,8,0.08528363207976024,3,1
31,-12,0.09205610925952594,3,0
32,-3,0.5477779294763293,14,1
33,-50,0.366955753043294,50,0
34,-12,0.8542026281356812,3,0
35,-13,0.2430143660555283,24,1
36,7,0.0944903027266264,4,1
37,-26,0.35250025375972727,37,1
38,-7,0.1252786297765043,18,1
39,-3,0.39967093084539684,14,1
40,-25,0.2305608270689845,16,0
41,-13,0.08152430295012891,24,1
42,-50,0.2129136334359646,50,0
43,-5,0.3275982278864831,16,1
44,-16,0.11983792739057983,27,1
45,-11,0.16796068059788508,22,1
46,-33,0.10784749997158845,24,0
47,-12,0.061422254890203476,3,0
48,-31,0.13913948402147402,22,0
49,10,0.2074383944272995,1,1
50,-37,0.10913110485610862,48,1
51,1,0.12123709693551063,10,1
52,-1,0.05146560864523053,12,1
53,-50,0.09045991672202945,50,0
54,-39,0.07622230602428318,50,1
55,-27,0.06022626766934991,18,0
56,-18,0.08636456740827396,29,1
57,-4,0.02581617161631584,15,1
58,-15,0.08217984545402802,26,1
59,-2,0.034180232825187534,13,1
60,0,0.03284686431288719,11,1
61,7,0.03378506610170007,4,1
62,2,0.028415183847149212,9,1
63,-10,0.023369523120068368,21,1
64,-17,0.06617169191927783,28,1
65,-1,0.10746064797664683,12,1
66,-18,0.05505854125809053,29,1
67,4,0.21030456838863237,7,1
68,2,0.1320829548769527,9,1
69,-16,0.0825742781162262,27,1
70,8,0.053359646971027054,3,1
71,-11,0.13333752192556858,22,1
72,-4,0.06782088776429494,15,1
73,10,0.06403961032629013,1,1
74,-9,0.06853946004994213,20,1
75,-12,0.07783539180198441,23,1
76,-10,0.02397064653979171,21,1
77,-25,0.09273812834483881,36,1
78,-50,0.05567132441326976,50,0
79,-4,0.02441254792114099,15,1
80,-11,0.025865535251796246,2,0
81,-20,0.013110821165384786,31,1
82,-50,0.04260693579912186,50,0
83,-8,0.02017406736941714,19,1
84,-4,0.014613334958751997,15,1
85,-1,0.01135696831624955,12,1
86,7,0.014260148163884878,4,1
87,-4,0.012971017758051555,15,1
88,7,0.010131810209713876,4,1
89,9,0.011007318738847971,2,1
90,-2,0.009409449206521878,13,1
91,8,0.010807060326139132,3,1
92,2,0.008567533559269376,9,1
93,-10,0.00931365042924881,1,0
94,1,0.008428768906742334,10,1
95,-14,0.008902259822934865,5,0
96,-16,0.04372963240301168,27,1
97,-10,0.017542427716155846,21,1
98,-8,0.04686582686477586,19,1
99,-19,0.029796784774710736,30,1
100,3,0.018342870054766536,8,1
101,7,0.05308012757450342,4,1
102,-10,0.04472531458096845,21,1
103,-17,0.027988671325147152,8,0
104,-2,0.021426608212865315,13,1
105,0,0.04492913813076236,11,1
106,-2,0.04049208502356823,13,1
107,3,0.02584444615058601,8,1
108,-2,0.01537701953202486,13,1
109,0,0.01059350206262686,11,1
110,2,0.008873993220428625,9,1
111,6,0.005972806876525283,5,1
112,9,0.007868146058171988,2,1
113,7,0.006690238835290074,4,1
114,8,0.005907040710250537,3,1
115,3,0.005098041467135772,8,1
116,10,0.005230878479778767,1,1
117,4,0.003568616013840905,7,1
118,4,0.0028304490926010267,7,1
119,8,0.002229811817718049,3,1
120,1,0.041828615963459014,10,1
121,1,0.020156394876539706,10,1
122,6,0.018860459420830013,5,1
123,-4,0.008723324568321308,15,1
124,9,0.005053326953202486,2,1
125,-1,0.0149790774351762,12,1
126,7,0.03522502165287733,4,1
127,6,0.02800106592476368,5,1
128,9,0.03365712985396385,2,1
129,-5,0.016539369360543787,16,1
130,3,0.00855782738653943,8,1
131,0,0.006420658118176189,11,1
132,6,0.01710284799337387,5,1
133,6,0.024842279404401778,5,1
134,-9,0.010438624070957303,20,1
135,8,0.005249085292840998,3,1
136,5,0.0033911268110387027,6,1
137,1,0.0027905241935513914,10,1
138,1,0.013817236036993563,10,1
139,3,0.008814641914796084,8,1
140,3,0.005421150068286806,8,1
141,7,0.003999577951617539,4,1
142,9,0.002845527953468263,2,1
143,0,0.0019277547570792112,11,1
144,-26,0.004054653694551876,17,0
145,2,0.006424578786310222,9,1
146,-2,0.0037977542244614316,13,1
147,-3,0.002095270577618586,14,1
148,2,0.002169528199980656,9,1
149,7,0.004208573140203953,4,1
150,-4,0.0025484168669208883,15,1
