episode,reward,loss,steps,success
1,-50,0.25583469455963687,50,0
2,-19,0.18034677412360905,10,0
3,-12,0.269024179627498,3,0
4,-14,0.450315123796463,5,0
5,-50,0.2731282273493707,50,0
6,-12,0.2038574650262793,3,0
7,-50,0.19909030460752547,50,0
8,-15,0.10581618469829361,6,0
9,-19,0.12252574414014816,10,0
10,-50,0.1528131146915257,50,0
11,-50,0.0806357964221388,50,0
12,-50,0.03660534400492907,50,0
13,-50,0.02660201581194997,50,0
14,-23,0.03375536959399195,34,1
15,-11,0.03322749491780996,2,0
16,-50,0.05187026518397033,50,0
17,-15,0.09006287273950875,6,0
18,-15,0.010818034526892006,6,0
19,-12,0.013849866110831499,3,0
20,-40,0.045602079131640494,31,0
21,-13,0.02079173782840371,4,0
22,-14,0.0094613776775077,5,0
23,-50,0.05139561665477231,50,0
24,-31,0.06441042597206044,42,1
25,-44,0.10115123401795115,35,0
26,-46,0.08670660761512212,37,0
27,-26,0.15298761223518365,37,1
28,-50,0.11375060345977545,50,0
29,-20,0.015960375609045677,11,0
30,-30,0.0456108149318468,21,0
31,-18,0.07452735625621346,9,0
32,-2,0.09339896542951465,13,1
33,-19,0.06361282812431454,10,0
34,-15,0.11687840721928157,26,1
35,-50,0.108916982030496,50,0
36,-12,0.1811925998578469,3,0
37,-2,0.09054276160895824,13,1
38,1,0.05979893798939884,10,1
39,-15,0.17544471953685084,6,0
40,-31,0.13694400250512576,42,1
41,-19,0.10027259827281038,30,1
42,-11,0.01742272498086095,2,0
43,-12,0.15241438802331686,3,0
44,-26,0.1442475213568557,37,1
45,-8,0.09293113663596542,19,1
46,-20,0.14132446266541426,11,0
47,-12,0.01317384901146094,3,0
48,-6,0.13966349463033326,17,1
49,-15,0.048350747053821884,6,0
50,-13,0.10262337425956503,24,1
51,-22,0.17655230204885206,33,1
52,0,0.10563301532105966,11,1
53,-9,0.22585892789065837,20,1
54,-15,0.1994058393085232,26,1
55,-9,0.2219794863834977,20,1
56,-50,0.19955981332808734,50,0
57,-15,0.4831560552120209,6,0
58,1,0.25139271914958955,10,1
59,-22,0.2009478263331182,33,1
60,-19,0.22959428653120995,30,1
61,-11,0.1727481409907341,2,0
62,3,0.06179861165583134,8,1
63,-14,0.3058188804984093,25,1
64,-13,0.13756821677088737,4,0
65,-50,0.18950774814933538,50,0
66,-17,0.061403280922344754,28,1
67,-21,0.3856279030442238,12,0
68,-15,0.10814862263699372,6,0
69,-6,0.07320826971793876,17,1
70,0,0.022163445383987644,11,1
71,-30,0.12687437583851377,41,1
72,-4,0.07394824341560403,15,1
73,3,0.15666933823376894,8,1
74,-22,0.03737423814494501,33,1
75,-14,0.011150935664772987,5,0
76,-17,0.06602284225768276,28,1
77,-23,0.026374283643877682,34,1
78,-11,0.022061631676148285,22,1
79,-4,0.011515055317431688,15,1
80,-13,0.03558689606143162,24,1
81,-18,0.01590570687027327,29,1
82,-11,0.027358782033182004,22,1
83,-5,0.0135337449319195,16,1
84,-11,0.017359803430736065,22,1
85,-10,0.010731245801296262,21,1
86,0,0.00809545810757713,11,1
87,-22,0.007880241828829501,33,1
88,-19,0.004812317640365412,30,1
89,-20,0.0031797858199194796,31,1
90,-3,0.002050263139868288,14,1
91,-2,0.007185042065639908,13,1
92,-4,0.002434063795953989,15,1
93,-50,0.002674094651592895,50,0
94,2,0.001283118242604865,9,1
95,-2,0.001199058176448139,13,1
96,-7,0.002442504538016187,18,1
97,-2,0.0008710127149242908,13,1
98,-6,0.0004842987023841809,17,1
99,-2,0.0016190828531622314,13,1
100,-11,0.001308251521550119,2,0
101,-10,0.0005421763870842932,21,1
102,1,0.0003647424287919421,10,1
103,-3,0.001374168199358142,14,1
104,-13,0.000649239608416489,24,1
105,-12,0.000560177239885493,23,1
106,-14,0.0005202810140326619,25,1
107,-15,0.0002900698913995606,26,1
108,-5,0.00024926495279942174,16,1
109,-9,9.050123990164138e-05,20,1
110,-14,0.00013229436226538382,25,1
111,0,4.4178837098033085e-05,11,1
112,-4,1.889976059222439e-05,15,1
113,-3,0.00010694259728032713,14,1
114,0,8.049898381366141e-05,11,1
115,3,4.53774034667731e-05,8,1
116,-5,2.928613059793861e-05,16,1
117,-5,7.043675697104845e-05,16,1
118,2,4.5523959771445436e-05,9,1
119,0,3.321827559623423e-05,11,1
120,4,1.8509595715191347e-05,7,1
121,-4,2.5562777227605694e-05,15,1
122,1,3.9813988951209464e-05,10,1
123,-27,1.1827878827381555e-05,38,1
124,0,2.1031703785080357e-05,11,1
125,-2,1.3621888263934614e-05,13,1
126,-5,7.903141778342615e-06,16,1
127,-1,8.240346365558556e-06,12,1
128,3,1.727920255234494e-05,8,1
129,-14,9.46110843869974e-06,25,1
130,-15,7.870139218842572e-06,6,0
131,-8,5.816903413496651e-06,19,1
