experiment,mean_reward,success_rate,mean_steps,mean_loss
lightning_baseline_random,3.923809523809525,0.9253968253968254,5.9412698412698415,0.08100158003551808
lightning_tips_random,3.2886792452830185,0.9056603773584906,6.181132075471698,0.11904980670804828
