experiment,mean_reward,success_rate,mean_steps,mean_loss
baseline_player,6.933333333333333,1.0,4.066666666666667,0.0010011733854989
double_player,5.766666666666667,1.0,5.233333333333333,0.0013315893782224599
dueling_player,6.366666666666665,1.0,4.633333333333335,0.0002757469541778096
dueling_double_player,6.8,1.0,4.2,0.00018145365232070002
