episode,reward,loss,steps,success
1,-59,1.6255554591908175,50,0
2,-17,1.7030167132616043,8,0
3,-20,1.4951214681972156,11,0
4,-27,1.1259748010258925,38,1
5,-16,1.186575812952859,7,0
6,2,0.9515143500434028,9,1
7,6,1.1896376729011535,5,1
8,-23,1.5109273450715202,14,0
9,7,1.302199274301529,4,1
10,-1,1.9298795660336812,12,1
11,-12,1.3192984461784363,3,0
12,-59,1.4467481911182403,50,0
13,-50,1.0987952041625977,50,0
14,-36,0.8478696478737725,27,0
15,-15,0.6765815615653992,6,0
16,9,1.009490191936493,2,1
17,-50,0.7054159313440322,50,0
18,-50,0.5515269231796265,50,0
19,-19,0.6057601153850556,10,0
20,-50,0.4457241177558899,50,0
21,-50,0.41384062767028806,50,0
22,9,0.4935723841190338,2,1
23,-50,0.4668894964456558,50,0
24,-50,0.443857044428587,50,0
25,-50,0.4112073740363121,50,0
26,-50,0.43853933036327364,50,0
27,-50,0.349628351777792,50,0
28,-50,0.40988374322652815,50,0
29,-50,0.32804727643728254,50,0
30,-11,0.19196147471666336,2,0
31,-15,0.368887223303318,6,0
32,8,0.48442624012629193,3,1
33,-10,0.7565507888793945,1,0
34,4,0.7120590561202594,7,1
35,-50,0.5772172996401786,50,0
36,10,0.3850305676460266,1,1
37,-11,0.9882151782512665,2,0
38,-3,0.6552082704646247,14,1
39,-50,0.6906517314910888,50,0
40,-50,0.5037570795416833,50,0
41,-12,0.636257959448773,23,1
42,-50,0.5285476857423782,50,0
43,-50,0.4930574107170105,50,0
44,10,0.40596145391464233,1,1
45,-50,0.44891377389431,50,0
46,9,0.6471629440784454,2,1
47,-11,0.31439661979675293,2,0
48,-50,0.507504315674305,50,0
49,10,0.5310875773429871,1,1
50,0,0.6068170341578397,11,1
51,-50,0.7196299928426743,50,0
52,-41,0.7548160264268517,32,0
53,-50,0.8036694145202636,50,0
54,8,0.7575740814208984,3,1
55,-50,0.6702152597904205,50,0
56,-53,0.6673943972723051,44,0
57,-41,0.6906380085274577,32,0
58,8,0.6174514492352804,3,1
59,-10,0.6401545405387878,1,0
60,-50,0.6793182301521301,50,0
61,-50,0.5388617441058159,50,0
62,-50,0.5570159068703652,50,0
63,-12,0.39574742317199707,3,0
64,-50,0.5560314378142357,50,0
65,-10,1.0068678855895996,1,0
66,-50,0.5757134798169136,50,0
67,10,0.502021312713623,1,1
68,-35,0.5857907969218034,26,0
69,-22,0.5808418358747776,13,0
70,-35,0.6299383611633227,26,0
71,9,0.7738562747836113,2,1
72,-23,0.6066744954270475,34,1
73,-50,0.7622280302643776,50,0
74,-12,0.44103628893693286,3,0
75,8,0.657224436601003,3,1
76,-50,0.7635618454217911,50,0
77,-50,0.8061628484725952,50,0
78,-50,0.6668847072124481,50,0
79,-12,0.7360008060932159,3,0
80,-50,0.6399104908108711,50,0
81,-50,0.6777393040060997,50,0
82,8,0.6879233916600546,3,1
83,9,1.011023372411728,2,1
84,7,0.8568187654018402,4,1
85,-10,0.8653446435928345,1,0
86,7,0.80894985049963,4,1
87,-50,0.7511082625389099,50,0
88,10,0.9127553105354309,1,1
89,1,0.9060791492462158,10,1
90,-12,0.9365416963895162,3,0
91,-50,0.9201406967639923,50,0
92,8,0.5926427940527598,3,1
93,-11,0.9128240536559712,22,1
94,-50,0.9962285715341568,50,0
95,-38,0.8802682033606938,49,1
96,8,0.8806640307108561,3,1
97,7,1.1387750208377838,4,1
98,-50,1.0040295177698135,50,0
99,-3,0.7353234397513526,14,1
100,-12,1.3176603317260742,3,0
101,-50,1.0032427257299423,50,0
102,-11,0.777402709830891,22,1
103,-50,0.8642406171560287,50,0
104,-50,1.0040380620956422,50,0
105,-50,0.9631125950813293,50,0
106,-11,0.5924177467823029,2,0
107,-50,0.9802115070819855,50,0
108,8,0.9219387372334799,3,1
109,-50,0.8950398463010788,50,0
110,-26,0.7871460528934703,17,0
111,5,1.031817947824796,6,1
112,-50,1.0720911723375322,50,0
113,5,0.8788792192935944,6,1
114,-39,1.0014799436926842,50,1
115,-50,0.9273280817270279,50,0
116,10,1.924999475479126,1,1
117,-23,0.9864713890211922,14,0
118,-50,0.9439586943387985,50,0
119,-50,0.9019303387403488,50,0
120,-50,0.9285982751846313,50,0
121,-36,0.8607296810505238,47,1
122,-50,0.845908744931221,50,0
123,-13,0.9760648161172867,4,0
124,-16,0.8433607986995152,7,0
125,-50,0.9482488894462585,50,0
126,10,0.7488393783569336,1,1
127,-11,0.8133839964866638,2,0
128,9,0.9554212093353271,2,1
129,-44,0.9527231026973043,35,0
130,10,0.49658074975013733,1,1
131,-11,0.4861958473920822,2,0
132,-50,0.8723823130130768,50,0
133,-50,0.9518529391288757,50,0
134,-50,0.8343211030960083,50,0
135,-50,0.8076969057321548,50,0
136,-37,0.762915604880878,28,0
